lev,Times,bnds,south_north,west_east,Times_bnds,lon,lat,CO
1.0,20190701.229166668,0,0,0,20190101.0,14.0,45.0,173.78815
1.0,20190701.229166668,0,0,1,20190101.0,14.1,45.0,171.01495
1.0,20190701.229166668,0,0,2,20190101.0,14.2,45.0,170.07361
1.0,20190701.229166668,0,0,3,20190101.0,14.3,45.0,169.53348
1.0,20190701.229166668,0,0,4,20190101.0,14.4,45.0,170.8663
1.0,20190701.229166668,0,0,5,20190101.0,14.5,45.0,171.86702
1.0,20190701.229166668,0,0,6,20190101.0,14.6,45.0,173.28822
1.0,20190701.229166668,0,0,7,20190101.0,14.7,45.0,171.98145
1.0,20190701.229166668,0,0,8,20190101.0,14.8,45.0,170.95395
1.0,20190701.229166668,0,0,9,20190101.0,14.9,45.0,170.14047
1.0,20190701.229166668,0,0,10,20190101.0,15.0,45.0,169.42212
1.0,20190701.229166668,0,0,11,20190101.0,15.1,45.0,169.13214
1.0,20190701.229166668,0,0,12,20190101.0,15.2,45.0,168.76492
1.0,20190701.229166668,0,0,13,20190101.0,15.3,45.0,168.03627
1.0,20190701.229166668,0,0,14,20190101.0,15.4,45.0,167.7409
1.0,20190701.229166668,0,0,15,20190101.0,15.5,45.0,167.57144
1.0,20190701.229166668,0,0,16,20190101.0,15.6,45.0,166.95541
1.0,20190701.229166668,0,0,17,20190101.0,15.7,45.0,167.0753
1.0,20190701.229166668,0,0,18,20190101.0,15.8,45.0,167.3674
1.0,20190701.229166668,0,0,19,20190101.0,15.9,45.0,167.43724
1.0,20190701.229166668,0,0,20,20190101.0,16.0,45.0,167.26059
1.0,20190701.229166668,0,0,21,20190101.0,16.1,45.0,166.92145
1.0,20190701.229166668,0,0,22,20190101.0,16.2,45.0,166.52637
1.0,20190701.229166668,0,0,23,20190101.0,16.3,45.0,165.9739
1.0,20190701.229166668,0,0,24,20190101.0,16.4,45.0,165.92485
1.0,20190701.229166668,0,0,25,20190101.0,16.5,45.0,166.23097
1.0,20190701.229166668,0,0,26,20190101.0,16.6,45.0,165.79729
1.0,20190701.229166668,0,0,27,20190101.0,16.7,45.0,164.08276
1.0,20190701.229166668,0,0,28,20190101.0,16.8,45.0,161.58438
1.0,20190701.229166668,0,0,29,20190101.0,16.9,45.0,158.52274
1.0,20190701.229166668,0,0,30,20190101.0,17.0,45.0,158.51251
1.0,20190701.229166668,0,0,31,20190101.0,17.1,45.0,158.22546
1.0,20190701.229166668,0,0,32,20190101.0,17.2,45.0,155.70052
1.0,20190701.229166668,0,0,33,20190101.0,17.3,45.0,155.0406
1.0,20190701.229166668,0,0,34,20190101.0,17.4,45.0,155.70964
1.0,20190701.229166668,0,0,35,20190101.0,17.5,45.0,156.02242
1.0,20190701.229166668,0,0,36,20190101.0,17.6,45.0,156.31476
1.0,20190701.229166668,0,0,37,20190101.0,17.7,45.0,156.37094
1.0,20190701.229166668,0,0,38,20190101.0,17.8,45.0,156.75829
1.0,20190701.229166668,0,0,39,20190101.0,17.9,45.0,156.89462
1.0,20190701.229166668,0,0,40,20190101.0,18.0,45.0,157.06108
1.0,20190701.229166668,0,0,41,20190101.0,18.1,45.0,157.13445
1.0,20190701.229166668,0,0,42,20190101.0,18.2,45.0,157.18346
1.0,20190701.229166668,0,0,43,20190101.0,18.3,45.0,156.69463
1.0,20190701.229166668,0,0,44,20190101.0,18.4,45.0,156.58636
1.0,20190701.229166668,0,0,45,20190101.0,18.5,45.0,156.56548
1.0,20190701.229166668,0,0,46,20190101.0,18.6,45.0,156.80855
1.0,20190701.229166668,0,0,47,20190101.0,18.7,45.0,156.79543
1.0,20190701.229166668,0,0,48,20190101.0,18.8,45.0,156.48456
1.0,20190701.229166668,0,0,49,20190101.0,18.9,45.0,156.03883
1.0,20190701.229166668,0,0,50,20190101.0,19.0,45.0,155.60962
1.0,20190701.229166668,0,0,51,20190101.0,19.1,45.0,155.46684
1.0,20190701.229166668,0,0,52,20190101.0,19.2,45.0,155.4819
1.0,20190701.229166668,0,0,53,20190101.0,19.3,45.0,155.19176
1.0,20190701.229166668,0,0,54,20190101.0,19.4,45.0,154.70247
1.0,20190701.229166668,0,0,55,20190101.0,19.5,45.0,154.56155
1.0,20190701.229166668,0,0,56,20190101.0,19.6,45.0,153.6746
1.0,20190701.229166668,0,0,57,20190101.0,19.7,45.0,153.574
1.0,20190701.229166668,0,0,58,20190101.0,19.8,45.0,154.34265
1.0,20190701.229166668,0,0,59,20190101.0,19.9,45.0,155.35652
1.0,20190701.229166668,0,0,60,20190101.0,20.0,45.0,155.84567
1.0,20190701.229166668,0,0,61,20190101.0,20.1,45.0,155.9738
1.0,20190701.229166668,0,0,62,20190101.0,20.2,45.0,155.67262
1.0,20190701.229166668,0,0,63,20190101.0,20.3,45.0,155.29555
1.0,20190701.229166668,0,0,64,20190101.0,20.4,45.0,155.43076
1.0,20190701.229166668,0,0,65,20190101.0,20.5,45.0,155.73038
1.0,20190701.229166668,0,0,66,20190101.0,20.6,45.0,155.87184
1.0,20190701.229166668,0,0,67,20190101.0,20.7,45.0,156.15265
1.0,20190701.229166668,0,0,68,20190101.0,20.8,45.0,156.19861
1.0,20190701.229166668,0,0,69,20190101.0,20.9,45.0,156.48073
1.0,20190701.229166668,0,0,70,20190101.0,21.0,45.0,156.6032
1.0,20190701.229166668,0,0,71,20190101.0,21.1,45.0,156.57211
1.0,20190701.229166668,0,0,72,20190101.0,21.2,45.0,156.30159
1.0,20190701.229166668,0,0,73,20190101.0,21.3,45.0,156.55086
1.0,20190701.229166668,0,0,74,20190101.0,21.4,45.0,156.32912
1.0,20190701.229166668,0,0,75,20190101.0,21.5,45.0,155.93394
1.0,20190701.229166668,0,0,76,20190101.0,21.6,45.0,155.92268
1.0,20190701.229166668,0,0,77,20190101.0,21.7,45.0,156.01778
1.0,20190701.229166668,0,0,78,20190101.0,21.8,45.0,155.89476
1.0,20190701.229166668,0,0,79,20190101.0,21.9,45.0,155.3839
1.0,20190701.229166668,0,0,80,20190101.0,22.0,45.0,155.29973
1.0,20190701.229166668,0,0,81,20190101.0,22.1,45.0,155.20782
1.0,20190701.229166668,0,0,82,20190101.0,22.2,45.0,155.02429
1.0,20190701.229166668,0,0,83,20190101.0,22.3,45.0,155.05963
1.0,20190701.229166668,0,0,84,20190101.0,22.4,45.0,154.65503
1.0,20190701.229166668,0,0,85,20190101.0,22.5,45.0,154.27008
1.0,20190701.229166668,0,0,86,20190101.0,22.6,45.0,153.86665
1.0,20190701.229166668,0,0,87,20190101.0,22.7,45.0,153.84714
1.0,20190701.229166668,0,0,88,20190101.0,22.8,45.0,153.84854
1.0,20190701.229166668,0,0,89,20190101.0,22.9,45.0,153.92612
1.0,20190701.229166668,0,0,90,20190101.0,23.0,45.0,153.84747
1.0,20190701.229166668,0,0,91,20190101.0,23.1,45.0,153.79167
1.0,20190701.229166668,0,0,92,20190101.0,23.2,45.0,154.06546
1.0,20190701.229166668,0,0,93,20190101.0,23.3,45.0,154.36409
1.0,20190701.229166668,0,0,94,20190101.0,23.4,45.0,154.43459
1.0,20190701.229166668,0,0,95,20190101.0,23.5,45.0,154.15385
1.0,20190701.229166668,0,0,96,20190101.0,23.6,45.0,153.93427
1.0,20190701.229166668,0,0,97,20190101.0,23.7,45.0,154.02757
1.0,20190701.229166668,0,0,98,20190101.0,23.8,45.0,153.91492
1.0,20190701.229166668,0,0,99,20190101.0,23.9,45.0,153.7849
1.0,20190701.229166668,0,0,100,20190101.0,24.0,45.0,153.82185
1.0,20190701.229166668,0,0,101,20190101.0,24.1,45.0,154.11937
1.0,20190701.229166668,0,0,102,20190101.0,24.2,45.0,154.43945
1.0,20190701.229166668,0,0,103,20190101.0,24.3,45.0,154.86691
1.0,20190701.229166668,0,0,104,20190101.0,24.4,45.0,155.73402
1.0,20190701.229166668,0,0,105,20190101.0,24.5,45.0,155.52187
1.0,20190701.229166668,0,0,106,20190101.0,24.6,45.0,155.69803
1.0,20190701.229166668,0,0,107,20190101.0,24.7,45.0,155.8061
1.0,20190701.229166668,0,0,108,20190101.0,24.8,45.0,156.20235
1.0,20190701.229166668,0,0,109,20190101.0,24.9,45.0,157.4395
1.0,20190701.229166668,0,0,110,20190101.0,25.0,45.0,158.64876
1.0,20190701.229166668,0,1,0,20190101.0,14.0,45.1,171.58084
1.0,20190701.229166668,0,1,1,20190101.0,14.1,45.1,171.44412
1.0,20190701.229166668,0,1,2,20190101.0,14.2,45.1,169.49619
1.0,20190701.229166668,0,1,3,20190101.0,14.3,45.1,169.0467
1.0,20190701.229166668,0,1,4,20190101.0,14.4,45.1,169.66423
1.0,20190701.229166668,0,1,5,20190101.0,14.5,45.1,171.24922
1.0,20190701.229166668,0,1,6,20190101.0,14.6,45.1,174.30869
1.0,20190701.229166668,0,1,7,20190101.0,14.7,45.1,171.08911
1.0,20190701.229166668,0,1,8,20190101.0,14.8,45.1,169.63312
1.0,20190701.229166668,0,1,9,20190101.0,14.9,45.1,168.83604
1.0,20190701.229166668,0,1,10,20190101.0,15.0,45.1,168.63412
1.0,20190701.229166668,0,1,11,20190101.0,15.1,45.1,168.4897
1.0,20190701.229166668,0,1,12,20190101.0,15.2,45.1,167.8742
1.0,20190701.229166668,0,1,13,20190101.0,15.3,45.1,167.2876
1.0,20190701.229166668,0,1,14,20190101.0,15.4,45.1,166.30583
1.0,20190701.229166668,0,1,15,20190101.0,15.5,45.1,165.29132
1.0,20190701.229166668,0,1,16,20190101.0,15.6,45.1,163.96678
1.0,20190701.229166668,0,1,17,20190101.0,15.7,45.1,164.22661
1.0,20190701.229166668,0,1,18,20190101.0,15.8,45.1,165.05072
1.0,20190701.229166668,0,1,19,20190101.0,15.9,45.1,165.87392
1.0,20190701.229166668,0,1,20,20190101.0,16.0,45.1,165.34953
1.0,20190701.229166668,0,1,21,20190101.0,16.1,45.1,164.76434
1.0,20190701.229166668,0,1,22,20190101.0,16.2,45.1,164.82164
1.0,20190701.229166668,0,1,23,20190101.0,16.3,45.1,164.47469
1.0,20190701.229166668,0,1,24,20190101.0,16.4,45.1,164.1911
1.0,20190701.229166668,0,1,25,20190101.0,16.5,45.1,164.29813
1.0,20190701.229166668,0,1,26,20190101.0,16.6,45.1,163.93347
1.0,20190701.229166668,0,1,27,20190101.0,16.7,45.1,161.97578
1.0,20190701.229166668,0,1,28,20190101.0,16.8,45.1,160.18344
1.0,20190701.229166668,0,1,29,20190101.0,16.9,45.1,158.92247
1.0,20190701.229166668,0,1,30,20190101.0,17.0,45.1,157.72136
1.0,20190701.229166668,0,1,31,20190101.0,17.1,45.1,156.71466
1.0,20190701.229166668,0,1,32,20190101.0,17.2,45.1,154.74886
1.0,20190701.229166668,0,1,33,20190101.0,17.3,45.1,154.84679
1.0,20190701.229166668,0,1,34,20190101.0,17.4,45.1,155.13696
1.0,20190701.229166668,0,1,35,20190101.0,17.5,45.1,155.21777
1.0,20190701.229166668,0,1,36,20190101.0,17.6,45.1,155.59818
1.0,20190701.229166668,0,1,37,20190101.0,17.7,45.1,156.28943
1.0,20190701.229166668,0,1,38,20190101.0,17.8,45.1,156.94159
1.0,20190701.229166668,0,1,39,20190101.0,17.9,45.1,158.28357
1.0,20190701.229166668,0,1,40,20190101.0,18.0,45.1,158.267
1.0,20190701.229166668,0,1,41,20190101.0,18.1,45.1,157.47949
1.0,20190701.229166668,0,1,42,20190101.0,18.2,45.1,157.01234
1.0,20190701.229166668,0,1,43,20190101.0,18.3,45.1,156.74792
1.0,20190701.229166668,0,1,44,20190101.0,18.4,45.1,157.07063
1.0,20190701.229166668,0,1,45,20190101.0,18.5,45.1,156.85614
1.0,20190701.229166668,0,1,46,20190101.0,18.6,45.1,156.61433
1.0,20190701.229166668,0,1,47,20190101.0,18.7,45.1,157.33788
1.0,20190701.229166668,0,1,48,20190101.0,18.8,45.1,157.48991
1.0,20190701.229166668,0,1,49,20190101.0,18.9,45.1,156.27039
1.0,20190701.229166668,0,1,50,20190101.0,19.0,45.1,155.11667
1.0,20190701.229166668,0,1,51,20190101.0,19.1,45.1,154.33032
1.0,20190701.229166668,0,1,52,20190101.0,19.2,45.1,154.63443
1.0,20190701.229166668,0,1,53,20190101.0,19.3,45.1,154.17184
1.0,20190701.229166668,0,1,54,20190101.0,19.4,45.1,154.45995
1.0,20190701.229166668,0,1,55,20190101.0,19.5,45.1,154.46872
1.0,20190701.229166668,0,1,56,20190101.0,19.6,45.1,153.47446
1.0,20190701.229166668,0,1,57,20190101.0,19.7,45.1,153.22794
1.0,20190701.229166668,0,1,58,20190101.0,19.8,45.1,154.05621
1.0,20190701.229166668,0,1,59,20190101.0,19.9,45.1,154.20505
1.0,20190701.229166668,0,1,60,20190101.0,20.0,45.1,154.46191
1.0,20190701.229166668,0,1,61,20190101.0,20.1,45.1,155.4104
1.0,20190701.229166668,0,1,62,20190101.0,20.2,45.1,155.5979
1.0,20190701.229166668,0,1,63,20190101.0,20.3,45.1,154.43497
1.0,20190701.229166668,0,1,64,20190101.0,20.4,45.1,154.66075
1.0,20190701.229166668,0,1,65,20190101.0,20.5,45.1,154.84254
1.0,20190701.229166668,0,1,66,20190101.0,20.6,45.1,155.49019
1.0,20190701.229166668,0,1,67,20190101.0,20.7,45.1,155.04175
1.0,20190701.229166668,0,1,68,20190101.0,20.8,45.1,155.40875
1.0,20190701.229166668,0,1,69,20190101.0,20.9,45.1,155.48618
1.0,20190701.229166668,0,1,70,20190101.0,21.0,45.1,156.56026
1.0,20190701.229166668,0,1,71,20190101.0,21.1,45.1,156.38852
1.0,20190701.229166668,0,1,72,20190101.0,21.2,45.1,156.36864
1.0,20190701.229166668,0,1,73,20190101.0,21.3,45.1,156.81343
1.0,20190701.229166668,0,1,74,20190101.0,21.4,45.1,155.28003
1.0,20190701.229166668,0,1,75,20190101.0,21.5,45.1,154.50946
1.0,20190701.229166668,0,1,76,20190101.0,21.6,45.1,154.51071
1.0,20190701.229166668,0,1,77,20190101.0,21.7,45.1,154.9743
1.0,20190701.229166668,0,1,78,20190101.0,21.8,45.1,154.87335
1.0,20190701.229166668,0,1,79,20190101.0,21.9,45.1,154.2286
1.0,20190701.229166668,0,1,80,20190101.0,22.0,45.1,153.6538
1.0,20190701.229166668,0,1,81,20190101.0,22.1,45.1,153.33374
1.0,20190701.229166668,0,1,82,20190101.0,22.2,45.1,153.22559
1.0,20190701.229166668,0,1,83,20190101.0,22.3,45.1,153.28976
1.0,20190701.229166668,0,1,84,20190101.0,22.4,45.1,152.93587
1.0,20190701.229166668,0,1,85,20190101.0,22.5,45.1,152.64084
1.0,20190701.229166668,0,1,86,20190101.0,22.6,45.1,152.52216
1.0,20190701.229166668,0,1,87,20190101.0,22.7,45.1,152.64227
1.0,20190701.229166668,0,1,88,20190101.0,22.8,45.1,152.89954
1.0,20190701.229166668,0,1,89,20190101.0,22.9,45.1,153.10246
1.0,20190701.229166668,0,1,90,20190101.0,23.0,45.1,153.45139
1.0,20190701.229166668,0,1,91,20190101.0,23.1,45.1,154.12431
1.0,20190701.229166668,0,1,92,20190101.0,23.2,45.1,157.34894
1.0,20190701.229166668,0,1,93,20190101.0,23.3,45.1,160.25998
1.0,20190701.229166668,0,1,94,20190101.0,23.4,45.1,157.68343
1.0,20190701.229166668,0,1,95,20190101.0,23.5,45.1,155.0529
1.0,20190701.229166668,0,1,96,20190101.0,23.6,45.1,154.36499
1.0,20190701.229166668,0,1,97,20190101.0,23.7,45.1,154.04709
1.0,20190701.229166668,0,1,98,20190101.0,23.8,45.1,154.31677
1.0,20190701.229166668,0,1,99,20190101.0,23.9,45.1,154.20467
1.0,20190701.229166668,0,1,100,20190101.0,24.0,45.1,154.24838
1.0,20190701.229166668,0,1,101,20190101.0,24.1,45.1,155.43839
1.0,20190701.229166668,0,1,102,20190101.0,24.2,45.1,157.34238
1.0,20190701.229166668,0,1,103,20190101.0,24.3,45.1,158.82101
1.0,20190701.229166668,0,1,104,20190101.0,24.4,45.1,162.38219
1.0,20190701.229166668,0,1,105,20190101.0,24.5,45.1,156.80121
1.0,20190701.229166668,0,1,106,20190101.0,24.6,45.1,156.75677
1.0,20190701.229166668,0,1,107,20190101.0,24.7,45.1,157.02412
1.0,20190701.229166668,0,1,108,20190101.0,24.8,45.1,157.00279
1.0,20190701.229166668,0,1,109,20190101.0,24.9,45.1,157.59659
1.0,20190701.229166668,0,1,110,20190101.0,25.0,45.1,158.34425
1.0,20190701.229166668,0,2,0,20190101.0,14.0,45.2,170.87593
1.0,20190701.229166668,0,2,1,20190101.0,14.1,45.2,170.359
1.0,20190701.229166668,0,2,2,20190101.0,14.2,45.2,170.70117
1.0,20190701.229166668,0,2,3,20190101.0,14.3,45.2,169.79132
1.0,20190701.229166668,0,2,4,20190101.0,14.4,45.2,171.41455
1.0,20190701.229166668,0,2,5,20190101.0,14.5,45.2,173.60402
1.0,20190701.229166668,0,2,6,20190101.0,14.6,45.2,185.5267
1.0,20190701.229166668,0,2,7,20190101.0,14.7,45.2,175.83316
1.0,20190701.229166668,0,2,8,20190101.0,14.8,45.2,172.43503
1.0,20190701.229166668,0,2,9,20190101.0,14.9,45.2,169.88426
1.0,20190701.229166668,0,2,10,20190101.0,15.0,45.2,169.14693
1.0,20190701.229166668,0,2,11,20190101.0,15.1,45.2,168.66245
1.0,20190701.229166668,0,2,12,20190101.0,15.2,45.2,167.8082
1.0,20190701.229166668,0,2,13,20190101.0,15.3,45.2,166.44939
1.0,20190701.229166668,0,2,14,20190101.0,15.4,45.2,165.00572
1.0,20190701.229166668,0,2,15,20190101.0,15.5,45.2,163.88834
1.0,20190701.229166668,0,2,16,20190101.0,15.6,45.2,163.17268
1.0,20190701.229166668,0,2,17,20190101.0,15.7,45.2,162.90497
1.0,20190701.229166668,0,2,18,20190101.0,15.8,45.2,163.30981
1.0,20190701.229166668,0,2,19,20190101.0,15.9,45.2,163.55038
1.0,20190701.229166668,0,2,20,20190101.0,16.0,45.2,163.39888
1.0,20190701.229166668,0,2,21,20190101.0,16.1,45.2,163.54059
1.0,20190701.229166668,0,2,22,20190101.0,16.2,45.2,164.05838
1.0,20190701.229166668,0,2,23,20190101.0,16.3,45.2,164.07967
1.0,20190701.229166668,0,2,24,20190101.0,16.4,45.2,163.51161
1.0,20190701.229166668,0,2,25,20190101.0,16.5,45.2,163.48651
1.0,20190701.229166668,0,2,26,20190101.0,16.6,45.2,162.39218
1.0,20190701.229166668,0,2,27,20190101.0,16.7,45.2,160.51823
1.0,20190701.229166668,0,2,28,20190101.0,16.8,45.2,158.66446
1.0,20190701.229166668,0,2,29,20190101.0,16.9,45.2,157.709
1.0,20190701.229166668,0,2,30,20190101.0,17.0,45.2,156.72423
1.0,20190701.229166668,0,2,31,20190101.0,17.1,45.2,156.06824
1.0,20190701.229166668,0,2,32,20190101.0,17.2,45.2,155.49922
1.0,20190701.229166668,0,2,33,20190101.0,17.3,45.2,155.99765
1.0,20190701.229166668,0,2,34,20190101.0,17.4,45.2,156.72845
1.0,20190701.229166668,0,2,35,20190101.0,17.5,45.2,156.01663
1.0,20190701.229166668,0,2,36,20190101.0,17.6,45.2,155.71132
1.0,20190701.229166668,0,2,37,20190101.0,17.7,45.2,156.91556
1.0,20190701.229166668,0,2,38,20190101.0,17.8,45.2,157.45029
1.0,20190701.229166668,0,2,39,20190101.0,17.9,45.2,158.00032
1.0,20190701.229166668,0,2,40,20190101.0,18.0,45.2,160.11488
1.0,20190701.229166668,0,2,41,20190101.0,18.1,45.2,157.60907
1.0,20190701.229166668,0,2,42,20190101.0,18.2,45.2,156.82915
1.0,20190701.229166668,0,2,43,20190101.0,18.3,45.2,157.76334
1.0,20190701.229166668,0,2,44,20190101.0,18.4,45.2,158.27853
1.0,20190701.229166668,0,2,45,20190101.0,18.5,45.2,157.74312
1.0,20190701.229166668,0,2,46,20190101.0,18.6,45.2,157.10558
1.0,20190701.229166668,0,2,47,20190101.0,18.7,45.2,157.96315
1.0,20190701.229166668,0,2,48,20190101.0,18.8,45.2,158.58176
1.0,20190701.229166668,0,2,49,20190101.0,18.9,45.2,155.7028
1.0,20190701.229166668,0,2,50,20190101.0,19.0,45.2,154.22406
1.0,20190701.229166668,0,2,51,20190101.0,19.1,45.2,152.92982
1.0,20190701.229166668,0,2,52,20190101.0,19.2,45.2,152.33711
1.0,20190701.229166668,0,2,53,20190101.0,19.3,45.2,151.29074
1.0,20190701.229166668,0,2,54,20190101.0,19.4,45.2,151.20738
1.0,20190701.229166668,0,2,55,20190101.0,19.5,45.2,151.35243
1.0,20190701.229166668,0,2,56,20190101.0,19.6,45.2,151.72122
1.0,20190701.229166668,0,2,57,20190101.0,19.7,45.2,151.06642
1.0,20190701.229166668,0,2,58,20190101.0,19.8,45.2,152.93633
1.0,20190701.229166668,0,2,59,20190101.0,19.9,45.2,151.42827
1.0,20190701.229166668,0,2,60,20190101.0,20.0,45.2,151.66322
1.0,20190701.229166668,0,2,61,20190101.0,20.1,45.2,151.0969
1.0,20190701.229166668,0,2,62,20190101.0,20.2,45.2,151.21347
1.0,20190701.229166668,0,2,63,20190101.0,20.3,45.2,151.84515
1.0,20190701.229166668,0,2,64,20190101.0,20.4,45.2,151.71552
1.0,20190701.229166668,0,2,65,20190101.0,20.5,45.2,152.3022
1.0,20190701.229166668,0,2,66,20190101.0,20.6,45.2,153.47295
1.0,20190701.229166668,0,2,67,20190101.0,20.7,45.2,153.01952
1.0,20190701.229166668,0,2,68,20190101.0,20.8,45.2,153.81308
1.0,20190701.229166668,0,2,69,20190101.0,20.9,45.2,154.44623
1.0,20190701.229166668,0,2,70,20190101.0,21.0,45.2,155.17564
1.0,20190701.229166668,0,2,71,20190101.0,21.1,45.2,155.06543
1.0,20190701.229166668,0,2,72,20190101.0,21.2,45.2,154.64651
1.0,20190701.229166668,0,2,73,20190101.0,21.3,45.2,154.55672
1.0,20190701.229166668,0,2,74,20190101.0,21.4,45.2,153.913
1.0,20190701.229166668,0,2,75,20190101.0,21.5,45.2,153.2519
1.0,20190701.229166668,0,2,76,20190101.0,21.6,45.2,153.29973
1.0,20190701.229166668,0,2,77,20190101.0,21.7,45.2,153.37128
1.0,20190701.229166668,0,2,78,20190101.0,21.8,45.2,153.71504
1.0,20190701.229166668,0,2,79,20190101.0,21.9,45.2,154.17024
1.0,20190701.229166668,0,2,80,20190101.0,22.0,45.2,153.52188
1.0,20190701.229166668,0,2,81,20190101.0,22.1,45.2,152.63544
1.0,20190701.229166668,0,2,82,20190101.0,22.2,45.2,152.318
1.0,20190701.229166668,0,2,83,20190101.0,22.3,45.2,151.98402
1.0,20190701.229166668,0,2,84,20190101.0,22.4,45.2,151.6302
1.0,20190701.229166668,0,2,85,20190101.0,22.5,45.2,151.25731
1.0,20190701.229166668,0,2,86,20190101.0,22.6,45.2,150.99977
1.0,20190701.229166668,0,2,87,20190101.0,22.7,45.2,151.0851
1.0,20190701.229166668,0,2,88,20190101.0,22.8,45.2,151.40668
1.0,20190701.229166668,0,2,89,20190101.0,22.9,45.2,151.65004
1.0,20190701.229166668,0,2,90,20190101.0,23.0,45.2,151.89052
1.0,20190701.229166668,0,2,91,20190101.0,23.1,45.2,152.71815
1.0,20190701.229166668,0,2,92,20190101.0,23.2,45.2,155.19484
1.0,20190701.229166668,0,2,93,20190101.0,23.3,45.2,157.69293
1.0,20190701.229166668,0,2,94,20190101.0,23.4,45.2,155.66652
1.0,20190701.229166668,0,2,95,20190101.0,23.5,45.2,153.26958
1.0,20190701.229166668,0,2,96,20190101.0,23.6,45.2,152.60641
1.0,20190701.229166668,0,2,97,20190101.0,23.7,45.2,152.7407
1.0,20190701.229166668,0,2,98,20190101.0,23.8,45.2,152.66983
1.0,20190701.229166668,0,2,99,20190101.0,23.9,45.2,152.51743
1.0,20190701.229166668,0,2,100,20190101.0,24.0,45.2,152.94606
1.0,20190701.229166668,0,2,101,20190101.0,24.1,45.2,153.56093
1.0,20190701.229166668,0,2,102,20190101.0,24.2,45.2,155.46198
1.0,20190701.229166668,0,2,103,20190101.0,24.3,45.2,157.62485
1.0,20190701.229166668,0,2,104,20190101.0,24.4,45.2,157.6129
1.0,20190701.229166668,0,2,105,20190101.0,24.5,45.2,155.542
1.0,20190701.229166668,0,2,106,20190101.0,24.6,45.2,156.78003
1.0,20190701.229166668,0,2,107,20190101.0,24.7,45.2,157.22557
1.0,20190701.229166668,0,2,108,20190101.0,24.8,45.2,155.94162
1.0,20190701.229166668,0,2,109,20190101.0,24.9,45.2,156.68718
1.0,20190701.229166668,0,2,110,20190101.0,25.0,45.2,157.48143
1.0,20190701.229166668,0,3,0,20190101.0,14.0,45.3,171.33878
1.0,20190701.229166668,0,3,1,20190101.0,14.1,45.3,169.88823
1.0,20190701.229166668,0,3,2,20190101.0,14.2,45.3,171.11658
1.0,20190701.229166668,0,3,3,20190101.0,14.3,45.3,172.02417
1.0,20190701.229166668,0,3,4,20190101.0,14.4,45.3,184.32278
1.0,20190701.229166668,0,3,5,20190101.0,14.5,45.3,186.86566
1.0,20190701.229166668,0,3,6,20190101.0,14.6,45.3,194.11241
1.0,20190701.229166668,0,3,7,20190101.0,14.7,45.3,178.46423
1.0,20190701.229166668,0,3,8,20190101.0,14.8,45.3,173.50623
1.0,20190701.229166668,0,3,9,20190101.0,14.9,45.3,170.91653
1.0,20190701.229166668,0,3,10,20190101.0,15.0,45.3,169.43738
1.0,20190701.229166668,0,3,11,20190101.0,15.1,45.3,168.56387
1.0,20190701.229166668,0,3,12,20190101.0,15.2,45.3,167.63673
1.0,20190701.229166668,0,3,13,20190101.0,15.3,45.3,166.3891
1.0,20190701.229166668,0,3,14,20190101.0,15.4,45.3,164.80957
1.0,20190701.229166668,0,3,15,20190101.0,15.5,45.3,164.09464
1.0,20190701.229166668,0,3,16,20190101.0,15.6,45.3,163.7
1.0,20190701.229166668,0,3,17,20190101.0,15.7,45.3,164.04144
1.0,20190701.229166668,0,3,18,20190101.0,15.8,45.3,164.03688
1.0,20190701.229166668,0,3,19,20190101.0,15.9,45.3,163.561
1.0,20190701.229166668,0,3,20,20190101.0,16.0,45.3,163.44823
1.0,20190701.229166668,0,3,21,20190101.0,16.1,45.3,163.65584
1.0,20190701.229166668,0,3,22,20190101.0,16.2,45.3,164.68532
1.0,20190701.229166668,0,3,23,20190101.0,16.3,45.3,165.40604
1.0,20190701.229166668,0,3,24,20190101.0,16.4,45.3,164.73497
1.0,20190701.229166668,0,3,25,20190101.0,16.5,45.3,164.21202
1.0,20190701.229166668,0,3,26,20190101.0,16.6,45.3,162.88243
1.0,20190701.229166668,0,3,27,20190101.0,16.7,45.3,160.96597
1.0,20190701.229166668,0,3,28,20190101.0,16.8,45.3,158.92586
1.0,20190701.229166668,0,3,29,20190101.0,16.9,45.3,158.01741
1.0,20190701.229166668,0,3,30,20190101.0,17.0,45.3,157.44543
1.0,20190701.229166668,0,3,31,20190101.0,17.1,45.3,157.20476
1.0,20190701.229166668,0,3,32,20190101.0,17.2,45.3,157.19492
1.0,20190701.229166668,0,3,33,20190101.0,17.3,45.3,157.06062
1.0,20190701.229166668,0,3,34,20190101.0,17.4,45.3,156.22728
1.0,20190701.229166668,0,3,35,20190101.0,17.5,45.3,155.35965
1.0,20190701.229166668,0,3,36,20190101.0,17.6,45.3,155.56667
1.0,20190701.229166668,0,3,37,20190101.0,17.7,45.3,158.59616
1.0,20190701.229166668,0,3,38,20190101.0,17.8,45.3,157.62386
1.0,20190701.229166668,0,3,39,20190101.0,17.9,45.3,157.04884
1.0,20190701.229166668,0,3,40,20190101.0,18.0,45.3,156.99765
1.0,20190701.229166668,0,3,41,20190101.0,18.1,45.3,156.34087
1.0,20190701.229166668,0,3,42,20190101.0,18.2,45.3,156.09882
1.0,20190701.229166668,0,3,43,20190101.0,18.3,45.3,157.67398
